sulcus,,umsele/isikhoxo,;
supination,, ukubhekisa phezulu,;
supra-,,isiqalo esiphathelene nengaphezulu ,;
suprarenal,,ngaphezu kwenso,;
sural,,isihluzu  ,;
sustentaculum,,ukuphasa/ukuseka,;
suture,,okusamthungo emzimbeni,;
symphysis,,uqwangana lokwangandawonye,;
synapse,,isixhumanisamizwa,;
syncytium,,izicutshana ezihlangene/ izinhlayiya ezihlangene,;
syndrome,,ingxubezimpawu,;
synergic,,okusebenzisanayo,;
synovial,,okusaketshezi emalangeni/okusajengezi emalungeni,;
syringomyelia,,izimbobozomfunkulu,;
syrinx,,ipayipi,;
systole,,ukuvala kwenhliziyo,;
tactile,,okuphathelene nokuthinta,;
taenia,,ibhande ,;
talus,,ithambo leqakala ithalasi,;
tapetum,,isembozo esiyizicutshana/ esiyizinhlayiya,;
tarsus,,1. ijwabu leso 2. uqakala/isiqakala,;
tectorial,,isembozo,;
tectum,,okusaluphahla,;
tegmentum,,okwemboziwe,;
tela,,ubulwembu/ulwembu,;
tele-,,isiqalo esiphathelene nokukude,;
temporal,,okwenhlamfuno,;
tendon,,umsiphasinyakazisimathambo,;
tentorium,,ithende,;
teres,,okude,;
tertius,,okwesithathu,;
testicle,,okwamasende,;
testis,,inhlamvu yesende,;
tetra-,,isiqalo esiphathelene nokuhamba ngakune,;
tetralogy,,inhlanganisela yokune,;
thalamus,,isidlulisamizwa,;
theca,,ugqinsi lwezicutshana,;
thenar,,okuphathelene nesithupha/okwesithupha,;
thorax,,isifuba ,;
thrombus,,ihlule,;
thymus,,isikhiqizi zivikelamzimba,;
thyroid gland,,isikhiqiziziqa zokukhula,;
tibia,,ithambo lombala,;
tonsil,,indlala ithansela,;
torticollis,,itshekantamo,;
torus,,iqhubu,;
trabecula,,impicano/okuphicene,;
trachea,,uqhoqhoqho,;
trans-,,isiqalo esiphathelene nokungaphesheya(kwe),;
trapezoid,,ithraphezoyidi,;
triceps,,imisiphantathu,;
trigeminal,,okuthathu kwesiqusinye,;
trigone,,unxantathu,;
triquetral,,okumakhonantathu,;
trochanter,,ichopho lefuphi/ichopho lethambo lethanga,;
trochlea,,1. isidonsi 2.ithambo ithrokhiliya,;
trophoblast,,isinikampilo sombungu,;
tuber,,isigaxa,;
tubercle,,isigaxana,;
tuberosity,,ubugaxaka,;
turbinate,,izingoxi zekhala,;
tympanum,,isidlulisamsindo,;
ulna,,ithambo elimaphakathi lengalo,;
umbilicus,,inkaba,;
umbo,,i-ambo/okusasigqoko,;
uncinate,,okusangobela,;
uncus,,ingobela ,;
urachus,,isinye sombungu,;
ureter,,umgudu womchamo,;
urethra,,isikhiphamchamo,;
uterus,,isizalo / isibeletho,;
utricle,,okusasikhwanyana,;
uveal ,,okwe-uviya,;
uvula,,ugovane,;
vagina,,inhlunu ,;
vagus,,uguduza,;
valgus,,upete,;
varus,,amagwegwe,;
vallate,,ivalethi/iwathanga,;
vallecula,,okusaliwathanga/okusangoxi,;
varicocele,,umthambo oqumbile/osuvulekile,;
vas,,umgudu,;
vas deferens,,umgudu oyintubelezisasidoda,;
velum,,untwentwesi(olulula),;
ventricle,,isikhala esithweni somzimba,;
vermiform,,okusasikelemu /okusamsundu,;
vermis,,isikelemu/umsundu,;
vertebra,,ithambo lomgogodla,;
verumontanum,,iqhutshana endlaleni yenzalo (yabesilisa),;
vesica,,isinye,;
vesicle,,ibhamuzana/isinyana,;
vestibule,,isikhala,;
vibrissa,,inzwaboya,;
villus,,okwezibilini/okusaboya,;
vincula,,isibopho,;
visceral,,okontwentwesi oluncikene nesicubu,;
visceroptosis,,isifo sokwehla kwezibilini,;
viscus,,izibilini,;
vital,,okwempilo,;
vitelline,,okusasikhupha,;
vitreous,,umkhanyangale/okusangilazi,;
vocal,,okwephimbo,;
vomer,,ubombo,;
vorticose,,okusasiyalu/okusasiphethu,;
vulva,,igolo,;
xiphisternum,,uvalo,;
xiphoid,,okumise okwenkemba,;
zygoma,,isiqhoma,;
